customer_name,order_id,amount
Philip Vega,14461a60-78fa-4403-8ca6-c3b3558b45c9,1305.44
Ashley O.,a52732ed-9cb3-48a6-9315-d21081fa3a12,2196.36
GEORGE PATEL,f00418cd-e9c3-4fc6-b5c2-83d7f2808516,3162.27
SANDRA HILL,6e4e279a-37a6-4453-84e8-d7b6f712bbfb,3512.29
James Cook,277bd463-edf3-4883-ad19-7a1b027fc480,1809.52
James Cook,334b0cff-1164-4281-abfe-2075eb3df6ec,4687.53
"Molly, French",ebed28fb-dd22-4f8d-b140-3ae22c2f8405,1267.5
S. Hill,d1c4c2d1-33a8-480d-8896-84642b024a9b,1650.84
"Diana, Ford",9faf49eb-2c86-4884-a862-263bba85e634,2032.55
A. Robles,14e062da-ba94-49c6-b0fa-ee2ed45a5d49,4737.13
KRISTIN ANDERSON,68350d69-e392-41c7-a1a7-b0c7dcc1fe8c,2277.63
Veronica Poole,2e9aa080-2217-4528-ac66-b96c9c161a44,2210.95
R. Wright,bb5ed62f-a13f-41ad-b7d3-9d4b3bf2ced4,4502.46
James Short,00d2d315-0fa5-400e-8c7b-cbf06bfc8f98,1232.56
Michael H.,046c780b-f2c3-4e05-a0e9-4de3c5c73421,4915.1
james cook,05021f33-18d8-4b84-98c5-14856a7357c5,1543.04
lindsey rodriguez,a6125419-c90e-4b9d-892d-275c3a85c297,1358.08
"James, Short",3794ba26-5ea7-461c-938c-11ba3f60921e,3539.47
K. Graham,5087abeb-8f13-4d6a-ad06-68f023c2ac48,1904.45
Dr. Brittany Hunter,3368369d-e65c-4cff-8c64-6879828a6b89,3948.85
"Diana, Ford",40c35ac6-d205-4999-b754-52162fe3d33c,4870.47
james cook,85376b7d-4e87-4d56-bc80-09121bb3c94d,3409.85
Angel R.,33e1cacc-c3f2-4046-9c5b-578a01ebe521,690.03
Dawn A.,dfa77bee-4da7-42b0-b402-cb8fefffaa46,1064.14
ANITA CLARK,c88a0d0c-07e9-4e2d-99bf-e6400545a9f2,3398.04
K. Graham,aaac0d92-71cd-4be6-ae2c-33463dbc3ceb,1749.13
KRISTIN SOLIS,d3fd3ba7-01aa-4287-8c0a-bf183cc4ff2a,3988.27
LEE JOHNSON,2566e3eb-c084-4777-ba24-7ba9b6065684,2429.85
NICHOLAS JOHNSON,3b1a3d93-875f-4710-9ce6-d0f7aa74f721,867.19
Robert Brown,54530924-2e4a-4e46-84b8-55d6950abd53,3290.21
J. Short,0f6dccc5-ab5f-4ca0-ab4a-918e84aa9995,3564.24
"George, Patel",41255660-0435-4782-806d-da2042fc52d7,4083.17
MONIQUE JONES,af78842c-35a3-4ea2-a348-cdfc7b9632e0,3354.84
JASON BROWN,056c1213-c1ea-4ee0-8d65-8574c01f533f,3989.75
Kristin A.,2208e135-df15-4617-9d2c-9f0ffe587630,3387.37
ricky campbell,41aa6d8b-698b-45a9-826c-352fd1118645,499.42
William B.,96bbea1c-6339-46fe-b6a5-d1fbc6e665e7,4757.46
"Ashley, Oliver",4b0e07e5-6344-4152-9bd2-b627bb1c88bc,1384.79
Ashley O.,7a9bfd94-9847-4e35-8d7f-da5c9140f28c,3730.2
Mrs. Jacqueline Horton,9cfd8081-e87e-4c3d-bc5a-30b5c5040bdd,4461.82
Linda W.,a51e1c24-ccd2-4ab1-90bc-286d914d0cc1,3829.72
william bush,760b6434-b651-42b6-8bdb-a6be1847019a,3104.19
Kristin A.,d9feec0f-54c7-41a3-8478-b0fa485d0d7b,380.25
A. Robles,a3d87a1c-4802-4d5d-8d53-6849916cdc84,4665.78
WILLIAM BUSH,0aaaff7c-3cd0-488b-b7e2-2ec2161314df,4352.5
anita clark,067627a3-4092-45e0-a397-47a98e0d5ab5,1749.67
ELIZABETH MALDONADO,6ba6e9f7-857f-4e2b-a6ac-497eaf67a1a9,1016.4
ELIZABETH MALDONADO,6fd16099-bef2-46d9-b128-2e860e5f7a73,4143.93
J. Costa,765b39a1-c77d-4afc-bb90-dd941db12490,4268.88
"James, Lane",579f20b6-5404-4558-bcd3-4df22fabc7d9,249.15
"Kristin, Anderson",13991723-2a89-431e-8f91-9aa057e5e0cd,4919.93
J. Cook,61705dd5-4a2c-4392-a86e-f814835338b1,3612.91
Brent Garcia,1f596079-2468-4eb2-bc9a-a2f991783313,4958.83
Sandra Hill,5c71d767-26e4-4ed7-b8bf-436493f14c8f,1086.44
Christopher C.,fed4a04a-5dfd-4cd3-8ad7-3193fd315bfa,1371.22
BRITTANY JONES,df6bdf67-b029-4354-a324-973a7133078e,409.67
Veronica P.,88082244-802a-495a-a746-d2b11d00315d,3147.18
M. French,49c511e8-ead7-48c2-997b-9efb4dc759c5,1247.85
Ryan Wright,62354205-88ab-4b1c-9c92-e3e93745a242,2917.24
A. Ellis,3d691cd6-0300-4b55-9f2a-90595f50b93f,2718.02
W. Bush,76e5b686-23a6-4465-8ee7-775c97c3c984,1859.42
M. French,26daa290-8718-46e8-a5d7-256692f42a0b,3572.14
Diana Ford,f13a659e-cce2-40a8-bfac-648091a94006,1998.75
Monique Jones,bc218d22-bee9-461d-b6ab-94926fd9f5fe,4212.21
"Jared, Jones",15055f91-0208-460a-b60a-e7f4abbbf2eb,1700.44
KRISTIN ANDERSON,fec6eec2-91f3-4989-8011-f19fd35a5f71,2901.34
Ashley Oliver,af84c2a3-1e1b-4502-87fb-3ff04ba85cd4,4709.79
James L.,78ea7f08-a029-4292-98ac-a3c75adb9f56,122.32
MONIQUE JONES,1becbff7-08d9-4772-b97b-0ce03876b9bd,3320.29
BRENT GARCIA,d7d209fb-0cdd-4f30-87a9-65d659bd107e,4997.2
kristin solis,90c34a9f-60c3-4899-986c-3a1b753f26f9,1857.53
J. Jones,3cc2e848-08aa-4830-a141-fab288781723,3449.16
Ricky C.,f1258b55-eeec-40c0-bbde-cf5d3bc8e638,2609.88
LINDSEY RODRIGUEZ,d10a4a90-a37b-4b5f-9e37-842d58baa135,679.68
Sandra H.,d5c352ee-302b-44c0-99d7-de0c0a5cd926,3772.23
"Samantha, Blair",47e79070-e420-4c28-ac48-daa205e276c4,4416.5
Lindsey R.,dd6c282f-15f0-4a2b-a55b-056b50031a44,2069.03
Dr. H.,7eea4e08-bb6d-4843-92d0-a57d2658369a,2175.18
Aaron Kaufman,b63bbc21-1f94-4662-b194-45fd3b391bf3,3723.01
Beth Larsen,858496a4-f4b8-43c0-9133-ea43b66bdb98,250.95
Mrs. Jacqueline Horton,aef9328b-e6c8-4aff-a007-1dd5e7a18c17,2227.07
dawn allen,f4b88d7d-6dc2-43a9-a13c-53100e4eed59,558.69
jason brown,f24a981e-d225-4c32-882c-3fb2d8f22f8a,3259.31
"Samantha, Blair",33827876-50bb-4e05-b92b-79aaf0009114,4311.34
J. Cook,c9930f19-5107-43a6-8561-bb4d63d227a8,122.03
K. Solis,3e243376-eb18-4222-aba1-ec58136030e8,1260.77
Beth Larsen,cff6a695-57f5-4ba1-92ae-68286b837776,2229.58
ELIZABETH MALDONADO,5cc94221-e652-4758-aa54-a14d062d2689,4705.22
beth larsen,6492074c-0410-4dd4-addc-e4bb905311ff,1387.93
A. Oliver,f8c8de45-839b-4f5e-9635-715c7098c19e,4989.2
M. Harris,09bcb432-34bc-4dd6-bc84-9c97006309d5,3525.97
Linda Williams,5d585bf6-0645-450e-aece-850e634ecba1,1298.39
"Suzanne, Rodgers",30b9b750-0824-4d6f-8b06-bab9aab83b24,1054.77
A. Clark,b2ba460a-7e80-45d9-9ccb-3f51ed7ff102,2114.34
lindsey silva,a4f0d0f9-4a76-4d11-8787-8aab7cc42ac1,1581.8
"Dr., Karen, Thompson",dd8905b2-a0e5-4437-8b56-0200160890a9,4345.11
JAMES COOK,ea8ce9ab-7d36-41ca-a71f-04c3c0906f3c,2309.85
"Dr., Brittany, Hunter",7f1abb88-40cf-4489-9c5f-c9d4cb242f11,3754.01
Arthur E.,1a5b3209-68ee-4fb4-bb02-0835368be6e0,4328.88
LINDA WILLIAMS,d8c9e795-da06-4225-bb42-a1de546199fd,1669.26
Lee J.,3ba94c59-7cce-484b-b811-b715ac04feb3,629.22
Monique J.,7d913c5f-5b53-474a-92c2-6d30bfca0c90,4843.8
Lindsey S.,189ef4fc-a685-43c7-9482-21440d0bf7d1,2689.59
william bush,796d3346-bd02-4462-b6a6-f3eaad59194c,1328.77
Lee J.,17540120-c4fc-4235-91ec-f7b52efc62b8,666.62
kevin graham,744b7322-62ab-4509-a647-df90cbb4f15c,921.79
M. French,0dd7061f-ee4b-4cd0-b4c1-17dbda46acde,1401.64
Lee Johnson,93993817-6867-44d4-9861-51a6e21f78bb,2082.8
"Elizabeth, Maldonado",559c7967-a82c-4eb4-99db-4d38784369e9,3189.32
Veronica P.,dcccf139-29a8-4598-9133-b7ac9bb028a1,1779.42
kristin anderson,8016feb2-87c1-426d-9095-a7c23862bf77,763.24
Veronica Poole,2bff5a03-f7e0-4828-9bc9-e7a582cbc206,315.78
"Lindsey, Rodriguez",83c29581-5b52-429d-b650-cd4adffdd411,1766.24
P. Vega,5955212e-6b67-4573-bef6-402cfbc0fd2d,1690.48
"Beth, Larsen",2045f09d-51b4-4983-8d82-f8ef4f1461b6,203.06
James L.,61ab965e-986d-44f6-b00c-e5594763807d,3149.74
DR. BRITTANY HUNTER,e72cd717-bafd-4e00-ba87-fce3b297af4e,4073.3
veronica poole,bd86311c-8fb5-42f6-aa9b-f1fc87ef1b62,3326.44
Kristi V.,3b69fe9f-4a6f-485b-8b70-e2925870042a,4564.77
LINDA WILLIAMS,3af9ffd3-0737-48a1-bcd9-aa5d1ba61f7d,3238.22
michael harris,93bef4ae-99bc-4b9b-a935-eff357bca79e,4162.43
"Jason, Brown",43b3a61b-34c2-452d-a57d-dce2847923cd,2236.98
george patel,41e8fa76-764b-417d-942f-44b1b5c7166d,3014.48
"Jason, Brown",40856d46-161d-4dec-b207-023cb39178f5,2904.73
J. Jones,c94decf0-3791-408a-a262-8372c390784c,4911.41
K. Solis,107da2f4-da4a-4871-a61c-8723ef3f4366,2443.41
JAMES LANE,b58b5349-e662-4e50-bda3-066098f9934a,4685.99
"Aaron, Kaufman",73c28a9d-2640-417e-9c90-580ef388e49b,2364.29
Kristin S.,56d85d9d-6c59-4bda-b189-38d9f6cc4c7b,2360.03
dr. karen thompson,d8e4891e-ea42-4d7c-ae3e-74b9e174b021,4480.92
Linda W.,cdd2c095-2fb5-4780-93ae-08f1b895105f,740.68
CHRISTOPHER CRANE,223d7196-c225-401e-918c-6f0e27f98c6e,3354.56
DAWN ALLEN,a175821d-b165-4a44-8b1a-6cb53914dae5,2667.55
SANDRA HILL,0c238074-188c-4fed-9030-a4891b14150a,1248.4
Brent Garcia,201627c0-a8f2-465c-9f66-92eb8a125b40,2728.29
james cook,c715a656-3dee-47d2-9405-187206f38555,817.4
"Dr., Karen, Thompson",38c618f0-0415-4a5f-8982-527ab5159b4d,2192.02
dr. brittany hunter,5be83462-b9cf-4afb-8315-5ad8ab8c97b5,3596.46
J. Cook,f09b892f-ac9d-483d-ab6f-a3f8a2d7d824,4156.37
Philip V.,de44e6ce-8dab-425b-8f32-f679ab767cfb,4948.82
Ashley Oliver,84338944-bb48-49a2-b4f8-4ef8b4403753,1361.71
S. Rodgers,d80dd423-9fc9-41d2-bb96-e512b38a6c35,432.98
Mrs. H.,a9cc1ffe-fc9e-4513-8629-a0b319cebeb7,4213.64
Aaron Kaufman,3ca32b89-020f-40c9-9986-36b0905122d6,4376.68
Molly French,c71cf482-cd92-4b30-9534-8096643de17f,907.0
eric white,ad90731a-9fdd-405d-8ea7-cb57668212f2,4912.74
sandra hill,b3d8d305-99db-4fef-8c34-79ee7d6f1395,2305.84
L. Rodriguez,6ba52536-a891-4491-8f70-6014a5b9f15e,3159.07
K. Vasquez,f6bf9b80-a8f0-4649-8b28-10632c753fa3,3123.47
Kristin S.,9422885d-76a7-4413-bed3-1eba56828cfe,427.38
KEVIN GRAHAM,63d5779f-9437-4724-ab9e-478b5c3b85e2,315.23
Nicholas J.,2bff38f3-4933-4dc0-9fd7-339cce0cf642,2938.91
BETH LARSEN,2f9ba3f6-9d01-4aea-b718-e408483da917,2029.6
Lindsey Rodriguez,53f5b72a-2bdd-484b-869d-a7c625193606,3248.97
dr. karen thompson,4724cefa-7f5c-4450-9d59-09d7d8216daf,1034.01
Michael Harris,bd5c0327-f9c1-4c2b-b93a-db6ccef68e61,3528.01
Ashley O.,b672ec18-56e3-42ae-926b-7d29cd422dda,3706.79
LINDSEY SILVA,b9d53c4c-5d89-4103-866d-51a6d2867b9a,2186.65
VERONICA POOLE,c9e87d7f-ef35-4ed9-836f-8e1ee1e0176b,4719.01
Dr. T.,ac83def5-4cbc-4af9-8088-a21943ff7edd,1030.15
james cook,4b08b514-1e47-4912-8699-4bf2adb0fd88,1897.9
LINDA WILLIAMS,c0d7a0ca-db60-4b7b-887a-de78537e3f9d,3317.17
James L.,2a94514e-6e2a-49f3-a126-7d81f09bcdfe,4686.89
"Deborah, Adams",03dd7488-bc35-4937-a3f6-a40c87ad8d29,3939.23
"Kevin, Graham",ec369852-f843-40a8-8b85-8cbe8f1d97e1,3484.18
Michael H.,ff406d0a-ed8c-4c12-a2a9-2a2dff85f4ee,428.86
SAMANTHA BLAIR,50fbcbb1-c5d7-45cd-ab8b-b9411833403b,1187.84
S. Rodgers,221d576e-8427-46e4-8bc6-abb33b13d159,3458.83
James L.,117ad4c3-d941-4399-9fa5-6e489772ec5d,4768.66
dr. brittany hunter,5c30d730-270b-4d63-b3f1-0086da31feec,2900.01
J. Jones,6e3c6e59-3575-42ae-b804-d8f86d29673e,1864.5
Kristi Vasquez,34c9a245-291a-4133-9609-bf7cecdd7ce2,3649.81
LORI DORSEY,bceb46fb-a082-48d3-8f35-184f2b58f18e,361.58
Samantha B.,1b924221-8ba6-4714-a403-04252fca7215,4984.21
SAMANTHA BLAIR,2df7541e-e217-499d-82df-ef7b77aca329,2294.8
"Arthur, Ellis",6d4b0aed-8d11-4aab-a1ee-d546c95897a8,3074.46
james short,4360d870-b9e8-42a5-b98c-a8ca3f01dd8a,3129.83
Aaron K.,a560ade6-bf2c-43db-8e9f-09a13b39d4e9,4318.24
SUZANNE RODGERS,182b6cc3-24e9-449e-82ff-ac7fb8f556ce,3578.04
Molly French,bb71a65c-7ef8-4271-bc24-cf4a07f712c0,230.86
ryan wright,9ee8c299-349c-431e-a896-906590a6360a,2649.96
DEBORAH ADAMS,f9311a28-0c90-4712-8ef5-e510dac87537,1572.42
JAMES LANE,3971e7ea-4085-4566-950e-eb961c68267a,153.56
Brian L.,eb2a3424-8561-43e3-ab6d-a3389da97cf2,134.87
"Sandra, Hill",7bf7077d-3245-435f-9eb9-20aa2c2a6e47,1636.04
ANGEL ROBLES,05710df6-2b77-40ee-9be1-d1de846ef695,4120.24
Lori Dorsey,ef64e9de-3e25-42a1-a810-e31367345655,1521.29
"Dr., Karen, Thompson",52a9a678-85d7-4c89-b7e6-8b13a0613096,732.76
J. Brown,a38f01df-e840-4d39-9193-d8dfb1c68142,3204.92
Samantha B.,efccb026-6554-4ff8-b9c9-f6eb179981c3,3045.9
Suzanne R.,523d4142-8cef-4c15-b0e5-fcd7c612216a,1036.02
ROBERT BROWN,d7ca5bfd-d9ee-4a47-9e4a-219ef765cf31,3620.02
N. Johnson,547819a2-6f86-472b-b9e3-688025b61bfe,3828.38
suzanne rodgers,fe21dcb0-7a80-4b72-8dcd-0c289038f5f4,4315.93
anita clark,5d62df87-1c51-4895-b777-f4473dd70460,709.3
Jared J.,113137ea-d4b0-4e7a-a1e5-1dbb96a8eb98,2598.46
A. Kaufman,6614158a-5584-4306-9e59-a3259db92933,4526.46
N. Johnson,a8a7bc48-12d9-4da5-8912-a225322a5021,3544.06
Brent G.,862ff0e0-7844-4d09-ae46-cb7853b3eee9,1648.6
lee johnson,48133de2-6740-4da8-ba20-065236989118,456.93
M. Horton,e5fbe55c-1a39-4944-9785-eefd49249acc,3773.62
philip vega,6d97c90f-2275-460e-bfe5-9106e1fb964a,3793.55
RYAN WRIGHT,767401e8-20be-4c5e-b7fd-e0efd4c4e8e5,3733.46
"Mrs., Jacqueline, Horton",a0cbc9b5-5aa4-48e5-8f8e-b2c11b0e810f,833.87
"Aaron, Kaufman",ac46d576-0a5d-4293-9dfa-51d3028c6ed3,3531.52
Kristin Solis,2cdaf0bb-c473-4c92-ae69-26ca89a88020,521.98
Kristin S.,7a9eec70-e5cf-4c84-93fc-5c9bceaf624e,4433.27
Kristin S.,bba991cd-18c2-4e97-bdb2-54c07b401b7b,3080.54
"John, Costa",7e14f92d-63b5-45bf-b81f-b25fedc2f17f,3012.43
ROBERT SWEENEY,ed734e8e-48cf-46de-9eb5-7579948d3a88,3729.7
B. Larsen,5f42b116-c7d0-401c-8cb7-900ee2a8a391,2704.68
"William, Bush",77fc4b24-b206-4aac-a188-c4832e1afb77,2603.32
Dr. Karen Thompson,459952ff-3319-4115-a6ed-4e014a2be218,298.14
Philip Vega,e36ae4e8-4e23-42c9-a04d-dbfe3f5dbb76,583.99
"Ricky, Campbell",c80252a6-4bed-4d86-808c-8a108db50076,4957.2
ROBERT SWEENEY,09a98772-7265-4b5a-a325-181e5836afc1,1790.0
V. Poole,9e2a0efc-5419-4dc5-9cec-59ab6cd5ef75,712.76
ricky campbell,4abb92da-e186-43a4-b0a2-b8bc9e3b025a,3137.26
"Angel, Robles",cd4d358f-13ec-4cec-91a5-c402a2e6b9aa,4785.64
PHILIP VEGA,03d36174-3bec-4c85-860d-86e9684a0a0f,4355.17
MOLLY FRENCH,5b4bdee7-0179-4d49-9c96-a7125d9b0665,4112.32
RICKY CAMPBELL,b699197f-b8b9-4908-8705-8cc322d13ae6,665.15
L. Dorsey,a65b0618-a66f-4a29-9cb7-4d57359fa167,1703.67
"James, Lane",4eb8ffe3-7cc5-49ee-97e5-a80de95b774a,1265.94
JOHN COSTA,80279b89-16c0-47df-9ec5-2eb77a86033c,2534.69
